CategoryID	ChannelID	ViewCount	CountryCode	Title
10	UChcn-n6L8vYHzsqOwOubdRQ	32031365	IN	Carlos Vives, Sebastian Yatra - Robarte un Beso (Official Video)
10	UCC6sWkXNQqyS2r6u6xQ_GdQ	163509109	IN	Jonas Blue - Mama ft. William Singe
10	UCFzm6oAGFmmZfkrzQ5wATSQ	47633656	IN	Zedd, Alessia Cara - Stay (Official Music Video)
24	UCT2X19JJaJGUN7mrYuImANQ	21073761	IN	Demian Aditya: Escape Artist Risks His Life During AGT Audition - America's Got Talent 2017
10	UCrHL_BF5lHyK43BxLU8-vBQ	334985534	IN	J. Balvin, Willy William - Mi Gente (Official Video)
10	UC0C-w0YjGpqDXGB8IHb662A	163490943	IN	Ed Sheeran - Perfect [Official Audio]
17	UCRijo3ddMTht_IHyNSNXpNQ	11449941	IN	Nerf Slip and Slide Battle | Dude Perfect
10	UCANLZYMidaCbLQFWXBC95Jg	740190190	IN	Taylor Swift - You Belong With Me
17	UCRijo3ddMTht_IHyNSNXpNQ	23682170	IN	Card Throwing Trick Shots | Dude Perfect
17	UCRijo3ddMTht_IHyNSNXpNQ	56729516	IN	Pickup Basketball Stereotypes
24	UCWOA1ZGywLbqmigxE4Qlvuw	9112497	IN	Stranger Things | Season 2 Comic Con "Thriller" Trailer [HD] | Netflix
10	UC0C-w0YjGpqDXGB8IHb662A	210480343	IN	Ed Sheeran - Castle On The Hill [Official Video]
10	UCVp3nfGRxmMadNDuVbJSk8A	3012444576	IN	Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack
10	UCEf_Bc-KVd7onSeifS3py9g	39306155	IN	EXO_Ko Ko Bop_Music Video
17	UCRijo3ddMTht_IHyNSNXpNQ	32691741	IN	Giant Warship Battle | Dude Perfect
17	UCRijo3ddMTht_IHyNSNXpNQ	32074145	IN	Golf Stereotypes
24	UCT2X19JJaJGUN7mrYuImANQ	8485262	IN	Johnny Manuel: Guy Covers Whitney Houston's "I Have Nothing" - America's Got Talent 2017
24	UCT2X19JJaJGUN7mrYuImANQ	30303840	IN	Darci Lynne: 12-Year-Old Singing Ventriloquist Gets Golden Buzzer - America's Got Talent 2017
10	UC0C-w0YjGpqDXGB8IHb662A	697109635	IN	Ed Sheeran - Shape Of You [Official Lyric Video]
10	UC20vb-R_px4CguHzzBPhoyQ	1004573158	IN	Eminem - Not Afraid
10	UC6MfFxrAK-e4HcgJROvDJDg	338550274	IN	Zara Larsson, MNEK - Never Forget You
24	UCT2X19JJaJGUN7mrYuImANQ	20756594	IN	Mandy Harvey: Deaf Singer Earns Simon's Golden Buzzer With Original Song - America's Got Talent 2017
10	UCoUM-UJ7rirJYP8CQ0EIaHA	813021624	IN	Bruno Mars - That’s What I Like [Official Video]
24	UCvC4D8onUfXzvjTOM-dBfEA	42514585	IN	Thor: Ragnarok Teaser Trailer [HD]
24	UCT2X19JJaJGUN7mrYuImANQ	28189124	IN	Celine Tam: 9-Year-Old Stuns Crowd with "My Heart Will Go On" - America's Got Talent 2017
10	UC20vb-R_px4CguHzzBPhoyQ	1367234621	IN	Eminem - Love The Way You Lie ft. Rihanna
10	UC20vb-R_px4CguHzzBPhoyQ	452666602	IN	Eminem - Without Me
10	UCgwv23FVv3lqh567yagXfNg	30820665	IN	It's Goin' Down (From "Descendants 2")
17	UCRijo3ddMTht_IHyNSNXpNQ	24924465	IN	DPHQ2 Tour | Dude Perfect
23	UCxSz6JVYmzVhtkraHWZC7HQ	5213363	IN	MEETING MY STYLIST!! NAKED WITH CARLOS!
10	UC9HnKwLco0wfmmHJT4KOjJw	28891144	IN	Kesha - Praying (Official Video)
10	UCLp8RBhQHu9wSsq62j_Md6A	139809695	IN	Luis Fonsi, Juan Luis Guerra - Llegaste Tú
10	UC0C-w0YjGpqDXGB8IHb662A	2034958156	IN	Ed Sheeran - Shape of You [Official Video]
10	UCpx_k19S2vUutWUUM9qmXEg	106643416	IN	Imagine Dragons - Thunder
10	UCcN-NDV03eHs6oLd1pe2r8w	95833305	IN	Khalid - Location
23	UC8-Th83bH_thdKZDJCrn88g	19520966	IN	Wheel of Musical Impressions with Alessia Cara
10	UCwppdrjsBPAZg5_cUwQjfMQ	321225710	CN	Charlie Puth - Attention [Official Video]
10	UCZU9T1ceaOgwfLRq7OKFU4Q	140422262	CN	Breaking The Habit (Official Video) - Linkin Park
10	UCZU9T1ceaOgwfLRq7OKFU4Q	616573123	CN	Numb (Official Video) - Linkin Park
10	UCR5BwOS3Gb4uQtxRYRUQ7ng	39634076	CN	Louis Tomlinson - Back to You (Official Video) ft. Bebe Rexha, Digital Farm Animals
10	UCZU9T1ceaOgwfLRq7OKFU4Q	379671389	CN	In The End (Official Video) - Linkin Park
10	UCZU9T1ceaOgwfLRq7OKFU4Q	289759290	CN	What I've Done (Official Video) - Linkin Park
10	UC0C-w0YjGpqDXGB8IHb662A	376048280	CN	Ed Sheeran - Photograph (Official Music Video)
10	UC20vb-R_px4CguHzzBPhoyQ	301213015	CN	Eminem - Mockingbird
10	UCsuNF5l7GRF4RboY13z5r2w	18500816	CN	Cali Y El Dandee - La Estrategia
10	UCwppdrjsBPAZg5_cUwQjfMQ	1346774498	CN	Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video]
10	UC0C-w0YjGpqDXGB8IHb662A	182759615	CN	Ed Sheeran - Galway Girl [Official Video]
10	UCXYRdIXDdeZIf816EWAr5zQ	28719675	CN	MACKLEMORE FEAT SKYLAR GREY - GLORIOUS (OFFICIAL MUSIC VIDEO)
10	UCRzzwLpLiUNIs6YOPe33eMg	595723462	CN	The Chainsmokers & Coldplay - Something Just Like This (Lyric)
24	UCEdvpU2pFRCVqU6yIPyTpMQ	514779289	CN	Marshmello - Alone (Official Music Video)
10	UChcn-n6L8vYHzsqOwOubdRQ	32031365	CN	Carlos Vives, Sebastian Yatra - Robarte un Beso (Official Video)
10	UCC6sWkXNQqyS2r6u6xQ_GdQ	163509109	CN	Jonas Blue - Mama ft. William Singe
10	UCFzm6oAGFmmZfkrzQ5wATSQ	47633656	CN	Zedd, Alessia Cara - Stay (Official Music Video)
24	UCT2X19JJaJGUN7mrYuImANQ	21073761	CN	Demian Aditya: Escape Artist Risks His Life During AGT Audition - America's Got Talent 2017
10	UCrHL_BF5lHyK43BxLU8-vBQ	334985534	CN	J. Balvin, Willy William - Mi Gente (Official Video)
10	UC0C-w0YjGpqDXGB8IHb662A	163490943	CN	Ed Sheeran - Perfect [Official Audio]
17	UCRijo3ddMTht_IHyNSNXpNQ	11449941	CN	Nerf Slip and Slide Battle | Dude Perfect
10	UCANLZYMidaCbLQFWXBC95Jg	740190190	CN	Taylor Swift - You Belong With Me
17	UCRijo3ddMTht_IHyNSNXpNQ	23682170	CN	Card Throwing Trick Shots | Dude Perfect
17	UCRijo3ddMTht_IHyNSNXpNQ	56729516	CN	Pickup Basketball Stereotypes
24	UCWOA1ZGywLbqmigxE4Qlvuw	9112497	CN	Stranger Things | Season 2 Comic Con "Thriller" Trailer [HD] | Netflix
10	UC0C-w0YjGpqDXGB8IHb662A	210480343	CN	Ed Sheeran - Castle On The Hill [Official Video]
10	UCVp3nfGRxmMadNDuVbJSk8A	3012444576	CN	Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack
